training_id,uid,jobid,skill_match,experience_gap,location_match,education_match,job_type_match,mode_match,label,snapshot_at
81,1863,1725,60.13,-0.4,1,0,0,0,0.5922,2023-11-07 02:37:13
82,1874,1731,58.07,3.18,1,0,1,0,0.4621,2023-11-01 04:07:51
83,1899,1738,49.4,-1.8,0,0,1,1,0.4245,2023-10-26 13:30:16
84,1948,1746,63.8,-1.69,1,0,1,0,0.5468,2023-11-08 03:50:52
85,1997,1759,59.31,0.76,0,1,1,1,0.6632,2023-11-01 20:11:28
86,2027,1765,73.61,-0.75,0,1,0,1,0.6623,2023-11-05 20:03:45
87,2060,1783,78.9,3.06,0,0,1,1,0.5199,2023-10-31 20:54:06
88,2097,1786,80.19,4.29,1,1,1,1,0.73,2023-11-07 14:39:11
89,2101,1791,47.92,-4.23,0,1,1,1,0.4295,2023-11-06 04:26:23
90,2120,1795,68.61,1.32,1,1,1,0,0.6849,2023-10-28 17:46:30
91,2132,1800,58.02,-1.57,1,0,1,1,0.5862,2023-11-01 14:55:51
92,2178,1817,63.21,4.25,1,1,0,1,0.571,2023-10-27 16:25:39
93,2204,1830,70.46,2.38,1,1,1,0,0.6336,2023-10-28 23:28:24
94,2242,1842,51.67,4.05,1,0,1,0,0.4714,2023-11-03 08:09:17
95,2244,1853,50.48,0.37,0,1,1,1,0.6214,2023-11-07 14:20:22
96,2284,1856,85.06,1.3,0,1,0,1,0.688,2023-11-06 07:44:51
97,2327,1873,63.6,-4.22,1,0,0,1,0.5213,2023-11-02 08:50:47
98,2369,1880,43.14,-0.77,1,1,1,1,0.6087,2023-10-30 00:41:18
99,2381,1896,79.26,2.04,1,1,1,0,0.6879,2023-11-03 15:25:12
100,2393,1911,70.54,0.36,0,1,1,1,0.7396,2023-10-29 14:14:45
101,2400,1925,46.56,-2.05,0,1,1,1,0.4517,2023-11-05 00:46:43
102,2439,1928,56.94,-3.51,0,0,1,0,0.4017,2023-11-03 03:47:02
103,2462,1940,66.12,0.44,1,1,1,0,0.7805,2023-11-05 07:14:51
104,2464,1943,79.08,1.78,1,1,1,1,0.7374,2023-10-30 02:01:00
105,2508,1959,79.31,-4.2,1,0,0,0,0.5207,2023-11-01 18:38:21
106,2512,1977,53.05,-0.09,0,1,0,1,0.624,2023-11-05 21:10:20
107,2549,1988,66.67,2.08,1,1,0,0,0.5542,2023-11-06 21:29:34
108,2594,2002,52.91,-1.29,0,1,1,0,0.4965,2023-10-27 02:24:22
109,2643,2011,83.13,3.55,1,0,1,0,0.6174,2023-11-04 12:28:39
110,2690,2020,80.69,-0.33,0,0,1,0,0.7237,2023-11-02 10:18:09
111,2702,2030,75.73,1.65,0,1,1,0,0.6496,2023-11-09 00:47:00
112,2750,2048,43.58,1.74,0,1,1,1,0.4263,2023-11-01 10:18:04
113,2753,2056,69.94,-4.1,1,1,1,1,0.6689,2023-10-31 15:18:18
114,2801,2065,57.57,0.79,0,1,1,1,0.6138,2023-11-03 13:07:42
115,2824,2075,47.12,3.02,0,1,1,1,0.4264,2023-10-28 05:35:34
116,2826,2088,67.67,0.06,0,1,1,1,0.7618,2023-10-28 16:07:33
117,2845,2095,65.09,-0.24,1,1,0,1,0.7621,2023-10-27 22:29:23
118,2872,2112,73.87,-0.58,0,0,1,1,0.7122,2023-11-08 19:19:10
119,2901,2124,72.91,0.92,0,0,0,1,0.5749,2023-10-29 16:20:26
120,2924,2126,54.95,-3.07,1,1,0,0,0.4761,2023-10-29 23:20:51
121,2946,2137,54.93,1.63,1,1,1,0,0.5646,2023-10-30 20:28:50
122,2947,2143,52.87,-3.13,1,1,1,0,0.5461,2023-11-06 18:00:20
123,2955,2158,62.13,-0.93,1,0,1,1,0.6502,2023-11-02 19:38:21
124,2970,2172,67.01,-3.57,1,0,0,1,0.5342,2023-11-07 08:33:56
125,2972,2180,56.57,-0.69,0,1,1,1,0.6299,2023-11-03 05:18:23
126,2983,2193,73.23,2.35,0,0,1,0,0.5063,2023-10-30 05:29:45
127,3023,2211,57.25,-2.19,0,0,0,0,0.3443,2023-11-03 04:32:38
128,3049,2225,70.54,0.88,0,1,1,1,0.6979,2023-11-02 20:23:58
129,3081,2234,71.18,0.98,1,1,1,0,0.7427,2023-11-08 14:38:07
130,3085,2240,76.12,5.19,1,1,0,0,0.5929,2023-10-27 23:16:38
131,3097,2253,63.02,-3.89,1,1,1,0,0.5992,2023-11-05 12:07:59
132,3141,2271,36.89,-3.28,1,1,0,0,0.3953,2023-11-01 07:36:38
133,3153,2288,78.97,2.33,1,1,1,1,0.7313,2023-10-29 19:40:07
134,3202,2307,66.34,4.21,1,1,1,0,0.5889,2023-10-29 13:45:22
135,3214,2310,67.89,3.44,0,1,1,0,0.5429,2023-11-07 04:42:19
136,3228,2324,64.15,-1.76,1,0,1,1,0.5761,2023-10-27 12:10:59
137,3230,2331,49.29,0.94,0,1,0,1,0.51,2023-10-27 01:02:47
138,3266,2344,53.22,1.08,1,1,1,1,0.6453,2023-11-07 16:46:32
139,3267,2349,53.79,3.75,0,0,0,1,0.3797,2023-11-06 18:45:56
140,3279,2354,74.37,-1.17,1,1,1,0,0.765,2023-11-03 23:26:28
141,3299,2355,46.67,1.83,0,1,0,0,0.3654,2023-11-09 00:01:27
142,3342,2357,57.11,0.17,0,1,0,1,0.6437,2023-11-07 22:07:18
143,3387,2373,84.17,-1.83,0,1,0,0,0.6021,2023-11-07 10:04:17
144,3388,2384,70.15,6.01,1,1,0,1,0.6097,2023-10-29 23:50:05
145,3392,2385,67.09,2.1,0,0,1,0,0.4888,2023-11-06 15:41:20
146,3433,2401,73.03,-0.65,0,1,1,1,0.723,2023-11-04 11:35:46
147,3439,2403,73.47,-0.74,1,0,1,0,0.7243,2023-11-07 18:58:19
148,3446,2418,70.63,-2.48,0,1,0,0,0.4507,2023-11-07 11:09:33
149,3460,2428,73.34,7.85,1,1,1,1,0.6807,2023-10-27 21:43:52
150,3472,2433,60.12,2.56,1,1,1,1,0.6495,2023-11-07 03:59:38
151,3517,2444,34.15,1.9,0,1,0,1,0.3305,2023-10-29 07:48:37
152,3536,2446,49.45,1.15,1,1,1,1,0.6686,2023-11-08 19:09:29
153,3572,2464,60.16,-2.65,1,1,0,0,0.5122,2023-11-03 18:38:52
154,3614,2468,61.08,1.19,0,0,1,1,0.4919,2023-11-09 02:18:03
155,3623,2477,68.75,-1.16,1,1,1,0,0.6749,2023-10-27 13:11:51
156,3642,2481,61.05,-1.68,1,1,1,0,0.6039,2023-10-29 04:24:02
157,3686,2483,62.8,-3.28,0,0,0,1,0.4197,2023-10-28 17:09:28
158,3700,2496,66.88,0.79,0,1,1,0,0.6422,2023-10-28 23:38:24
159,3711,2503,57.86,0.97,0,1,1,0,0.5942,2023-11-08 18:28:52
160,3744,2507,50.89,-2.75,0,0,1,0,0.3411,2023-10-29 11:48:20
161,3788,2515,79.71,1.16,0,1,1,1,0.7646,2023-11-06 04:11:45
162,3826,2532,92.03,-4.88,1,0,1,1,0.7096,2023-11-07 18:22:48
163,3842,2542,44.83,3.96,0,1,1,1,0.4228,2023-11-08 14:38:36
164,3865,2561,48.62,3.03,1,1,0,1,0.4846,2023-11-08 20:35:44
165,3881,2573,74.38,-2.68,0,0,1,1,0.5185,2023-10-30 20:19:14
166,3904,2577,79.28,1.12,1,1,1,1,0.7931,2023-11-05 13:54:56
167,3946,2583,76.13,2.3,1,1,1,0,0.651,2023-11-08 08:59:58
168,3967,2586,49.87,-2.59,1,1,1,0,0.5255,2023-11-05 04:19:01
169,4000,2590,67.29,-1.29,1,1,1,0,0.6934,2023-11-05 14:35:00
170,4034,2594,47.54,0.14,1,1,0,1,0.6718,2023-10-29 05:52:17
171,4063,2600,30.87,0.12,0,1,1,0,0.4886,2023-10-29 05:34:57
172,4074,2618,41.47,-1.41,0,1,0,1,0.4096,2023-11-02 12:43:47
173,4078,2625,52.82,-1.83,0,1,1,1,0.4799,2023-10-31 09:01:24
174,4113,2632,64.58,-3.29,0,1,0,0,0.456,2023-11-01 11:27:16
175,4151,2647,66.46,-2.48,1,1,1,1,0.6503,2023-11-01 14:05:40
176,4169,2652,86.12,-2.49,1,1,1,0,0.7161,2023-11-07 14:15:25
177,4173,2654,57.18,-0.43,0,1,1,1,0.6943,2023-11-08 02:05:28
178,4190,2663,84.44,0.81,0,1,1,1,0.7823,2023-11-01 05:17:59
179,4212,2671,52.72,-0.31,1,0,1,0,0.6348,2023-11-03 17:37:16
180,4220,2682,69.21,-0.31,0,1,1,1,0.7461,2023-10-30 23:58:02
181,4235,2701,69.3,-1.13,0,1,1,0,0.6141,2023-10-31 05:04:46
182,4267,2717,87.08,2.49,1,1,0,0,0.6573,2023-11-08 14:23:57
183,4271,2731,42.55,-0.07,1,1,0,1,0.6498,2023-11-04 15:13:05
184,4284,2747,75.84,-2.13,0,1,0,0,0.5322,2023-11-02 14:55:20
185,4306,2759,51.2,0.77,0,1,1,1,0.6065,2023-10-29 21:01:34
186,4324,2772,52.43,-3.23,0,1,1,0,0.4393,2023-10-26 14:29:47
187,4353,2785,49.36,1.0,1,0,1,1,0.5531,2023-11-07 12:18:50
188,4390,2786,64.01,1.41,1,1,1,1,0.6478,2023-11-05 10:57:11
189,4432,2802,75.84,1.35,0,0,1,1,0.6169,2023-11-03 07:32:36
190,4478,2809,67.6,-2.47,1,1,1,1,0.6753,2023-11-03 08:00:11
191,4495,2823,51.46,-0.3,0,0,0,1,0.5272,2023-11-07 07:01:56
192,4499,2838,61.95,1.47,1,1,1,1,0.6715,2023-11-08 09:30:49
193,4537,2852,58.44,-1.38,1,0,1,1,0.6338,2023-10-31 23:04:35
194,4561,2854,67.05,-0.77,0,1,0,1,0.6366,2023-11-06 17:13:01
195,4599,2858,64.3,-2.85,0,1,0,0,0.4519,2023-10-30 08:21:14
196,4627,2873,93.2,0.47,1,1,1,0,0.9237,2023-11-07 02:39:01
197,4674,2887,72.8,0.76,1,0,1,1,0.7033,2023-10-28 23:36:21
198,4719,2893,64.33,0.81,0,1,1,1,0.662,2023-10-29 15:03:00
199,4739,2910,61.46,0.39,1,0,1,1,0.7064,2023-10-27 03:08:40
200,4775,2916,41.42,-1.16,0,1,1,0,0.4456,2023-10-27 20:48:23
201,4819,2926,55.34,-2.19,1,0,0,1,0.4355,2023-10-27 23:08:25
202,4844,2939,54.7,0.43,0,1,1,0,0.6018,2023-11-07 16:00:49
203,4877,2946,44.02,1.97,1,0,1,0,0.3793,2023-11-06 20:22:49
204,4921,2960,72.09,-2.78,1,1,1,1,0.6839,2023-10-29 10:34:08
205,4925,2970,44.22,1.17,1,0,1,1,0.5566,2023-11-05 01:55:50
206,4947,2987,65.17,-0.21,1,0,1,1,0.7234,2023-10-30 03:53:37
207,4957,2989,78.59,4.08,0,1,0,0,0.5363,2023-10-28 01:07:46
208,5006,2996,79.21,3.96,1,0,0,1,0.6008,2023-11-01 09:51:09
209,5033,3005,65.71,0.92,1,0,0,0,0.614,2023-10-31 11:19:05
210,5068,3011,59.09,-5.51,0,1,0,0,0.4038,2023-10-27 18:06:15
211,5096,3020,66.3,2.97,0,1,1,0,0.5285,2023-10-31 05:19:15
212,5102,3032,49.44,-3.91,1,0,1,1,0.4926,2023-11-04 07:19:18
213,5110,3037,72.17,-1.38,1,1,1,0,0.7139,2023-11-02 00:44:48
214,5155,3050,57.11,-2.15,1,0,0,1,0.4699,2023-11-01 08:12:45
215,5160,3053,50.65,0.68,1,1,0,1,0.632,2023-10-31 02:28:24
216,5181,3055,76.23,0.17,0,0,0,1,0.7012,2023-11-05 02:51:14
217,5215,3064,72.47,1.12,1,1,1,1,0.7385,2023-10-31 08:32:14
218,5242,3067,38.41,-1.22,0,0,1,0,0.3644,2023-10-26 18:42:27
219,5243,3075,42.86,-0.56,1,0,1,0,0.5193,2023-11-07 00:55:16
220,5289,3089,81.29,1.71,0,1,1,1,0.6649,2023-11-04 16:46:18
221,5312,3091,61.89,2.77,1,1,1,0,0.5689,2023-11-04 12:53:39
222,5361,3099,72.48,-0.55,1,0,1,1,0.7583,2023-11-06 05:36:08
223,5389,3112,86.48,-2.34,1,0,1,0,0.6706,2023-10-29 22:43:49
224,5425,3120,54.48,0.21,0,1,0,0,0.5643,2023-11-08 12:57:49
225,5455,3129,40.47,2.38,1,0,0,0,0.357,2023-11-02 12:37:04
226,5503,3141,66.48,-1.83,1,1,0,0,0.5666,2023-11-08 00:09:39
227,5538,3158,42.13,-1.29,1,1,0,0,0.4786,2023-11-08 22:46:11
228,5567,3166,84.94,3.58,1,1,0,0,0.6542,2023-11-01 18:11:23
229,5612,3169,68.96,0.31,1,1,1,0,0.7938,2023-10-28 03:46:24
230,5624,3175,40.19,-1.07,1,1,1,0,0.5203,2023-11-05 09:36:47
231,5669,3192,64.28,-0.77,1,1,1,0,0.6936,2023-10-31 22:55:57
232,5710,3201,76.09,2.12,1,1,1,0,0.645,2023-11-01 15:48:15
233,5721,3215,91.26,-1.0,0,1,1,1,0.7945,2023-11-03 13:24:04
234,5766,3227,69.81,2.63,1,1,1,0,0.5993,2023-10-27 21:27:12
235,5813,3245,54.17,2.69,1,0,1,1,0.5069,2023-11-05 14:49:04
236,5825,3264,58.41,0.42,1,1,1,0,0.7173,2023-11-05 05:57:06
237,5834,3271,79.31,-1.53,1,0,1,0,0.6601,2023-10-29 05:22:48
238,5846,3274,61.96,-0.47,1,1,0,1,0.6994,2023-10-26 10:04:21
239,5874,3285,61.27,-2.98,0,1,1,1,0.546,2023-11-03 03:00:18
240,5877,3297,82.25,-4.55,1,1,1,1,0.7196,2023-10-28 09:06:46
241,5911,3302,68.72,-0.39,1,1,0,0,0.7319,2023-11-06 02:07:22
242,5922,3319,45.18,0.27,1,1,1,0,0.668,2023-11-07 04:06:28
243,5952,3322,86.62,-1.09,0,1,0,0,0.6785,2023-10-30 18:25:00
244,5967,3332,81.04,1.74,1,1,1,0,0.7056,2023-11-05 04:12:30
245,5984,3345,87.45,6.58,0,0,1,0,0.5386,2023-11-03 00:42:09
246,6016,3358,51.04,-0.42,0,1,1,0,0.5748,2023-10-28 03:35:51
247,6051,3371,68.0,-6.33,1,1,1,1,0.6423,2023-10-29 01:38:01
248,6070,3376,72.09,0.21,1,1,0,1,0.7998,2023-11-04 10:55:40
249,6117,3388,39.3,0.82,0,1,1,0,0.5064,2023-11-08 22:00:50
250,6143,3404,44.6,-0.13,0,1,1,1,0.6474,2023-10-28 13:40:26
251,6160,3423,80.65,-5.5,1,1,1,1,0.6897,2023-10-27 18:50:38
252,6169,3431,78.12,2.91,1,0,1,0,0.5946,2023-11-04 05:03:08
253,6216,3445,52.41,2.21,1,0,1,1,0.5002,2023-11-06 06:20:47
254,6237,3461,76.25,3.04,1,1,1,0,0.6401,2023-10-27 07:32:41
255,6286,3469,55.89,1.29,0,1,1,1,0.5807,2023-10-26 11:09:50
256,6287,3473,70.81,-0.56,1,0,1,0,0.6814,2023-11-04 15:57:22
257,6295,3476,68.22,4.31,0,0,1,1,0.5128,2023-11-02 05:26:40
258,6329,3486,53.48,-2.92,1,1,0,1,0.5095,2023-11-08 06:17:43
259,6352,3500,48.62,2.88,1,0,0,0,0.3773,2023-10-31 14:13:38
260,6377,3517,71.62,-0.34,1,1,1,1,0.8575,2023-10-30 13:56:43
261,6423,3532,65.46,-2.89,1,0,1,0,0.5241,2023-10-28 06:53:05
262,6457,3543,54.85,-2.18,0,1,1,1,0.4848,2023-11-06 05:10:40
263,6480,3561,62.59,1.2,0,1,1,0,0.5721,2023-10-28 11:14:16
264,6507,3563,56.7,0.66,1,1,1,1,0.7181,2023-10-26 17:00:41
265,6530,3564,83.33,1.15,0,0,1,0,0.653,2023-11-01 06:05:11
266,6574,3575,85.2,-2.64,0,1,1,0,0.6524,2023-11-04 15:19:00
267,6622,3582,63.74,-3.61,0,1,1,0,0.4565,2023-10-26 08:37:37
268,6659,3595,60.76,-2.08,1,1,1,1,0.6329,2023-11-01 03:19:50
269,6704,3608,55.92,0.94,1,1,1,0,0.6235,2023-10-29 23:54:40
270,6740,3619,58.93,-4.36,1,0,1,0,0.486,2023-11-01 01:46:53
271,6750,3622,63.49,1.95,1,0,1,1,0.5077,2023-11-04 14:40:25
272,6788,3623,56.64,1.79,1,1,0,0,0.5252,2023-11-02 05:27:22
273,6835,3632,46.54,2.45,1,1,1,0,0.4644,2023-10-28 10:19:56
274,6842,3636,77.73,1.68,1,1,0,0,0.6619,2023-11-05 16:10:16
275,6871,3638,67.19,-1.77,1,1,1,0,0.6253,2023-11-01 03:32:47
276,6891,3656,68.67,3.68,0,1,1,1,0.5785,2023-10-27 15:34:48
277,6901,3669,55.07,0.05,1,0,1,1,0.703,2023-11-01 18:38:38
278,6939,3684,41.74,2.79,1,1,0,0,0.4227,2023-11-01 01:00:16
279,6977,3686,53.46,5.06,0,0,1,1,0.4109,2023-11-04 19:11:05
280,7023,3699,62.3,2.72,1,1,1,0,0.5774,2023-11-03 23:44:12
281,7034,3711,86.24,0.12,0,1,1,0,0.8321,2023-11-08 21:39:01
282,7052,3717,50.8,1.06,1,0,1,1,0.5692,2023-11-08 18:07:42
283,7082,3718,62.29,1.41,1,1,1,0,0.6411,2023-11-06 21:22:35
284,7124,3729,40.24,-1.22,1,1,0,0,0.4788,2023-10-31 21:04:43
285,7137,3742,46.42,-1.89,1,1,0,1,0.4482,2023-11-02 09:27:12
286,7140,3745,41.46,-4.26,1,1,1,1,0.4803,2023-10-30 03:19:45
287,7144,3746,53.39,0.04,0,0,0,0,0.4973,2023-10-29 20:51:45
288,7189,3755,85.17,-3.85,1,1,1,0,0.7507,2023-10-27 11:30:03
289,7196,3770,81.3,-0.79,1,1,1,1,0.8709,2023-10-31 08:11:20
290,7244,3789,66.86,0.23,0,0,1,1,0.6618,2023-10-30 15:19:54
291,7284,3793,70.56,1.7,0,1,1,0,0.5972,2023-11-06 09:20:30
292,7325,3799,41.15,-2.72,0,0,1,1,0.3152,2023-11-03 21:39:49
293,7361,3814,60.76,1.48,1,1,0,0,0.5945,2023-10-28 20:26:23
294,7408,3818,89.57,-1.49,1,1,0,1,0.8069,2023-11-03 11:08:15
295,7442,3827,54.73,-0.81,0,1,1,0,0.6134,2023-10-27 23:29:40
296,7480,3844,64.19,-5.77,1,1,1,1,0.6283,2023-10-31 02:37:52
297,7527,3851,77.92,-0.51,0,0,0,1,0.6552,2023-10-31 06:57:56
298,7530,3868,70.86,1.14,1,1,1,0,0.7446,2023-10-29 22:54:23
299,7562,3872,59.57,-0.15,0,1,1,1,0.7115,2023-11-07 04:25:20
300,7602,3891,61.26,-0.45,0,1,1,1,0.6436,2023-11-03 12:42:55
301,7645,3901,75.69,2.64,0,1,1,0,0.604,2023-11-07 04:32:54
302,7648,3919,76.95,-0.92,1,0,0,0,0.6526,2023-11-05 05:03:12
303,7654,3920,61.3,0.66,0,1,0,0,0.5908,2023-10-30 23:24:22
304,7658,3921,68.57,2.79,0,1,1,0,0.5604,2023-10-27 08:45:16
305,7682,3939,84.3,1.01,0,1,1,1,0.764,2023-11-02 21:19:15
306,7723,3956,58.08,-3.74,0,1,0,0,0.4055,2023-10-27 05:12:41
307,7761,3967,66.91,-0.29,1,1,0,1,0.748,2023-10-27 20:12:36
308,7795,3970,59.14,-4.14,1,1,1,0,0.5976,2023-10-29 14:00:33
309,7824,3974,84.81,-0.54,1,1,1,0,0.8604,2023-11-08 04:00:48
310,7869,3978,83.85,1.75,0,1,1,1,0.6894,2023-10-27 06:51:29
311,7896,3996,44.52,0.79,1,0,1,1,0.5619,2023-11-08 12:16:25
312,7915,4013,65.27,3.05,0,1,1,0,0.5323,2023-10-29 23:54:22
313,7948,4027,54.82,4.26,1,1,0,1,0.5129,2023-10-31 22:43:21
314,7966,4033,59.53,-4.57,1,1,1,0,0.5561,2023-10-31 06:31:14
315,8012,4043,61.19,1.49,0,1,1,1,0.5664,2023-11-09 03:15:03
316,8033,4045,68.15,2.08,1,1,1,1,0.6286,2023-10-28 09:31:07
317,8051,4047,63.73,1.16,0,1,1,1,0.6532,2023-10-29 17:37:31
318,8066,4048,73.57,4.37,0,0,0,0,0.4211,2023-10-31 07:05:45
319,8094,4066,79.81,1.43,0,0,0,0,0.5552,2023-11-03 03:56:25
320,8117,4079,56.46,-2.86,1,1,1,0,0.5115,2023-11-02 22:04:56
321,8123,4098,76.73,0.77,1,1,0,1,0.7302,2023-11-07 13:12:24
322,8145,4107,49.1,-2.47,1,0,0,0,0.3853,2023-10-28 06:32:07
323,8166,4109,64.79,-1.69,1,1,1,1,0.679,2023-11-08 15:02:33
324,8213,4128,52.49,6.07,0,0,1,0,0.3736,2023-11-02 00:53:43
325,8221,4139,65.6,-3.96,1,1,1,0,0.556,2023-10-31 22:31:13
326,8255,4158,65.27,-0.9,1,1,1,1,0.7428,2023-11-01 19:57:26
327,8279,4175,51.66,2.15,0,1,1,0,0.4253,2023-11-09 03:14:24
328,8322,4178,65.73,3.66,0,0,1,1,0.5043,2023-11-04 06:59:12
